name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Crucial Ballistix Sport LT 32 GB,,"[4, 2400]","[2, 16]",,Silver / Gray,13.333,16.0
Crucial Ballistix Sport LT 8 GB,,"[4, 2400]","[2, 4]",,Red,13.333,16.0
Patriot Viper RGB 16 GB,,"[4, 3200]","[2, 8]",,White / Black,10.0,16.0
Kingston HyperX Predator RGB 32 GB,,"[4, 3200]","[4, 8]",,Black,10.0,16.0
ADATA AD4U2400W4G17-S 4 GB,,"[4, 2400]","[1, 4]",,Green / Black,14.167,17.0
Corsair Vengeance RGB Pro 32 GB,,"[4, 4400]","[4, 8]",,Black,8.182,18.0
Corsair Vengeance LPX 16 GB,,"[4, 4800]","[2, 8]",,Black / Yellow,7.5,18.0
Silicon Power XPOWER Turbine 16 GB,,"[4, 3600]","[2, 8]",,Blue,10.0,18.0
Corsair Vengeance RGB Pro 128 GB,30999.0,"[4, 3000]","[4, 32]",2.422,Black,10.667,16.0
GeIL GeIL EVO POTENZA AMD 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model GAPB432GB3200C16ADC 32 GB,,"[4, 3200]","[2, 16]",,Black,10.0,16.0
TEAMGROUP Team T-FORCE VULCAN Z 32GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TLZGD432G3000HC16C01 32 GB,,"[4, 3000]","[1, 32]",,Gray,10.667,16.0
Corsair Dominator Platinum RGB 32 GB,,"[4, 4000]","[4, 8]",,White,9.5,19.0
G.Skill Trident Z Royal 16 GB,,"[4, 5333]","[2, 8]",,Silver,8.251,22.0
G.Skill Trident Z5 RGB 32 GB,,"[5, 6000]","[2, 16]",,White / Black,12.0,36.0
Gigabyte AORUS RGB 32 GB,,"[5, 4800]","[2, 16]",,Gray,16.667,40.0
ADATA XPG GAMMIX D45 32 GB,,"[4, 3600]","[2, 16]",,White,10.0,18.0
Silicon Power SP008GBLFU240X02 8 GB,1975.0,"[4, 2400]","[1, 8]",2.469,,14.167,17.0
Timetec PINNACLE Konduit 32 GB,,"[4, 3600]","[2, 16]",,White,10.0,18.0
G.Skill Trident Z5 RGB 32 GB,12699.0,"[5, 6000]","[2, 16]",3.968,White / Black,10.667,32.0
PROXMEM KERBEROS TUF 32 GB,11999.0,"[5, 6000]","[2, 16]",3.75,Black / Silver,10.0,30.0
G.Skill Trident Z RGB 32 GB,31243.0,"[4, 4000]","[4, 8]",9.763,Black,7.5,15.0
Silicon Power XPOWER Zenith Gaming 32 GB,,"[4, 3600]","[2, 16]",,Black,10.0,18.0
G.Skill Trident Z Royal Elite 32 GB,27999.0,"[4, 3600]","[2, 16]",8.75,Gold,7.778,14.0
G.Skill Sniper Gaming 16 GB,5156.0,"[3, 1866]","[2, 8]",3.223,Black / Red,10.718,10.0
Corsair Vengeance Pro 32 GB,17499.0,"[3, 1600]","[4, 8]",5.468,Black / Silver,11.25,9.0
G.Skill Sniper X 16 GB,4499.0,"[4, 3200]","[2, 8]",2.812,Black / Camo,10.0,16.0
G.Skill Trident Z Royal 64 GB,21360.0,"[4, 3600]","[2, 32]",3.337,Gold,10.0,18.0
G.Skill Trident Z5 RGB 32 GB,9999.0,"[5, 5600]","[2, 16]",3.125,White / Black,14.286,40.0
G.Skill Trident Z Royal 128 GB,39885.0,"[4, 3200]","[4, 32]",3.116,Silver,10.0,16.0
G.Skill Value 8 GB,1737.0,"[3, 1333]","[1, 8]",2.171,Black,13.503,9.0
G.Skill Ripjaws V 256 GB,,"[4, 3200]","[8, 32]",,Black,10.0,16.0
G.Skill NS 4 GB,1682.0,"[3, 1333]","[2, 2]",4.205,Green,13.503,9.0
Crucial CT4G3S1067M 4 GB,900.0,"[3, 1066]","[1, 4]",2.25,Black / Green,13.133,7.0
Crucial CT2K16G4RFS4266 32 GB,9999.0,"[4, 2666]","[2, 16]",3.125,Green / Black,14.254,19.0
Crucial CT2K8G4DFS832A 16 GB,7520.0,"[4, 3200]","[2, 8]",4.7,Green / Black,13.75,22.0
TEAMGROUP Elite Plus 16 GB,4599.0,"[5, 5600]","[1, 16]",2.874,Silver,14.286,40.0
Corsair Dominator Platinum RGB 64 GB,22999.0,"[5, 5200]","[2, 32]",3.594,Black,15.385,40.0
Corsair XMS3 8 GB,4999.0,"[3, 1600]","[2, 4]",6.249,Black / Silver,11.25,9.0
G.Skill Ripjaws 32 GB,7445.0,"[4, 2133]","[4, 8]",2.327,Red,14.065,15.0
Kingston KVR21N15D8/8 8 GB,4998.0,"[4, 2133]","[1, 8]",6.247,Black / Green,14.065,15.0
Corsair Vengeance LPX 16 GB,5999.0,"[4, 2666]","[2, 8]",3.749,Red,12.003,16.0
G.Skill Trident Z Royal 64 GB,44653.0,"[4, 3200]","[4, 16]",6.977,Gold,8.75,14.0
G.Skill Trident Z Neo (For AMD Ryzen) 32 GB,11600.0,"[4, 2666]","[2, 16]",3.625,Black / White,13.503,18.0
Kingston Fury Renegade RGB 64 GB,18516.0,"[4, 3600]","[2, 32]",2.893,Black / Silver,10.0,18.0
Thermaltake TOUGHRAM XG RGB 64 GB,54999.0,"[4, 4000]","[2, 32]",8.594,White / Silver,9.5,19.0
G.Skill NS 2 GB,,"[3, 1333]","[1, 2]",,Green,13.503,9.0
G.Skill NT 8 GB,5600.0,"[4, 2400]","[1, 8]",7.0,Black,12.5,15.0
Supermicro MEM-DR432L-HL01-ER26 32 GB,7370.0,"[4, 2666]","[1, 32]",2.303,Green / Black,14.254,19.0
G.Skill Trident Z RGB 16 GB,11999.0,"[4, 4000]","[2, 8]",7.499,Black,8.0,16.0
G.Skill Trident Z Royal Elite 16 GB,11999.0,"[4, 3600]","[2, 8]",7.499,Gold,8.889,16.0
Corsair Vengeance RGB RS 32 GB,16762.0,"[4, 3600]","[4, 8]",5.238,Black,10.0,18.0
Kingston Fury Renegade RGB 32 GB,13046.0,"[4, 3200]","[4, 8]",4.077,Black / Silver,10.0,16.0
G.Skill Trident Z RGB 128 GB,109900.0,"[4, 3200]","[8, 16]",8.586,,9.375,15.0
Corsair XMS3 6 GB,,"[3, 1600]","[3, 2]",,Black / Blue,10.0,8.0
Kingston KHX1600C9D3/4G 4 GB,,"[3, 1600]","[1, 4]",,Blue / Silver,11.25,9.0
Crucial Ballistix Sport 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,11.25,9.0
Mushkin 971307B 1 GB,,333,"[1, 1]",,Black / Green,18.018,3.0
ADATA XPG Z1 8 GB,,"[4, 2400]","[2, 4]",,Red / Black,13.333,16.0
Crucial Ballistix Sport 16 GB,,"[4, 2400]","[2, 8]",,Gray / Silver,13.333,16.0
Kingston HyperX Fury 16 GB,,"[4, 2400]","[4, 4]",,Black / Silver,12.5,15.0
GeIL Dragon RAM 16 GB,,"[4, 3200]","[2, 8]",,White / Gold,10.0,16.0
TEAMGROUP T-Force Vulcan 16 GB,,"[4, 3200]","[2, 8]",,Black / Silver,10.0,16.0
TEAMGROUP T-Force Vulcan 32 GB,,"[4, 3200]","[4, 8]",,Silver / Black,10.0,16.0
Kingston HyperX Fury 16 GB,,"[4, 3466]","[2, 8]",,Black / Silver,10.964,19.0
Corsair Vengeance RGB Pro 64 GB,,"[4, 3600]","[4, 16]",,White,10.0,18.0
ADATA XPG GAMMIX D10 16 GB,,"[4, 3200]","[2, 8]",,Red / Silver,10.0,16.0
Corsair Vengeance RGB Pro 32 GB,,"[4, 3200]","[2, 16]",,Black,10.0,16.0
Crucial Ballistix Tactical Tracer RGB 16 GB,,"[4, 3200]","[2, 8]",,Silver,10.0,16.0
V-Color Prism Plus RGB 16 GB,,"[4, 3200]","[2, 8]",,Black,10.0,16.0
Crucial Ballistix 16 GB,,"[4, 3200]","[2, 8]",,Red,10.0,16.0
Kingston HyperX Fury 8 GB,,"[4, 2400]","[1, 8]",,Black,12.5,15.0
TEAMGROUP T-Force Night Hawk Legend RGB 32 GB,,"[4, 3200]","[2, 16]",,Black,10.0,16.0
ADATA XPG GAMMIX D45 8 GB,,"[4, 3200]","[1, 8]",,Black,10.0,16.0
Patriot Signature Line 16 GB,,"[5, 5600]","[2, 8]",,Black,14.286,40.0
Mushkin Redline 16 GB,3799.0,"[4, 3200]","[2, 8]",2.374,,10.0,16.0
Kingston FURY Impact 16 GB,4286.0,"[4, 2666]","[2, 8]",2.679,Black,11.253,15.0
Silicon Power SP008GBSFU266X02 8 GB,1499.0,"[4, 2666]","[1, 8]",1.874,,14.254,19.0
Mushkin Redline Lumina 64 GB,14506.0,"[4, 3600]","[2, 32]",2.267,White,10.0,18.0
Mushkin Redline Lumina 32 GB,9399.0,"[4, 4000]","[2, 16]",2.937,Black,9.0,18.0
GeIL Orion AMD Edition 16 GB,3699.0,"[4, 3600]","[2, 8]",2.312,Red,10.0,18.0
Samsung M391A2K43BB1-CRC 16 GB,7831.0,"[4, 2400]","[1, 16]",4.894,Green,14.167,17.0
PROXMEM KERBEROS TUF 32 GB,12999.0,"[5, 6400]","[2, 16]",4.062,Black / Silver,10.0,32.0
G.Skill Trident Z5 RGB 32 GB,11499.0,"[5, 5600]","[2, 16]",3.593,White / Black,10.714,30.0
G.Skill Trident Z5 32 GB,12047.0,"[5, 5600]","[2, 16]",3.765,Black,14.286,40.0
Thermaltake TOUGHRAM XG RGB 16 GB,13604.0,"[4, 4400]","[2, 8]",8.502,White / Silver,8.636,19.0
G.Skill Trident Z RGB 16 GB,11494.0,"[4, 4000]","[2, 8]",7.184,Black,9.0,18.0
G.Skill Trident Z RGB 16 GB,6706.999999999999,"[4, 3600]","[2, 8]",4.192,Black,10.556,19.0
G.Skill Ripjaws V 32 GB,26522.000000000004,"[4, 4400]","[2, 16]",8.288,Black,7.727,17.0
TEAMGROUP Elite Plus 32 GB,8199.0,"[5, 5200]","[2, 16]",2.562,Silver,16.154,42.0
G.Skill Ripjaws V 32 GB,7144.0,"[4, 2666]","[2, 16]",2.232,Red,14.254,19.0
G.Skill Ripjaws S5 32 GB,10699.0,"[5, 6000]","[2, 16]",3.343,Black,12.667,38.0
G.Skill Trident X 16 GB,9931.0,"[3, 2400]","[4, 4]",6.207,Black / Red,8.333,10.0
G.Skill Ripjaws 4 16 GB,4540.0,"[4, 2400]","[2, 8]",2.837,Red,12.5,15.0
Corsair Dominator Platinum RGB 32 GB,11999.0,"[4, 3200]","[2, 16]",3.75,Black,10.0,16.0
Silicon Power SP008GBLFU266X22 8 GB,,"[4, 2666]","[2, 4]",,,14.254,19.0
Crucial CT2K8G4DFRA266 16 GB,5450.0,"[4, 2666]","[2, 8]",3.406,Green,14.254,19.0
G.Skill Ripjaws 16 GB,6250.0,"[4, 2666]","[4, 4]",3.906,Red,11.253,15.0
G.Skill Ripjaws 4 8 GB,3278.0,"[4, 2400]","[2, 4]",4.098,Red,12.5,15.0
G.Skill NS 16 GB,3811.0,"[4, 2400]","[2, 8]",2.382,Black,12.5,15.0
Corsair Vengeance RGB Pro 32 GB,23372.0,"[4, 2666]","[4, 8]",7.304,Black,12.003,16.0
Mushkin Silverline 16 GB,3699.0,"[4, 2133]","[2, 8]",2.312,Silver / Green,14.065,15.0
Crucial CT16G4DFD832A 16 GB,6254.0,"[4, 3200]","[1, 16]",3.909,Green / Black,13.75,22.0
Kingston Fury Renegade RGB 32 GB,9922.0,"[4, 3600]","[1, 32]",3.101,Black,10.0,18.0
Kingston FURY 32 GB,14647.0,"[5, 5600]","[1, 32]",4.577,White,14.286,40.0
Kingston KCP316NS8/4 4 GB,2518.0,"[3, 1600]","[1, 4]",6.295,Black / Green,13.75,11.0
G.Skill Flare X 32 GB,,"[4, 2133]","[4, 8]",,Black,14.065,15.0
Crucial Ballistix RGB 16 GB,,"[4, 3600]","[2, 8]",,Red,8.889,16.0
Silicon Power SP008GBLFU213B02 8 GB,2058.0,"[4, 2133]","[1, 8]",2.572,,14.065,15.0
Mushkin Silverline 8 GB,,"[2, 667]","[2, 4]",,Gray / Silver,14.993,5.0
Corsair Vengeance Pro 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,9.646,9.0
Corsair Vengeance Pro 16 GB,,"[3, 2400]","[2, 8]",,Black / Gold,9.167,11.0
Kingston HyperX Fury 16 GB,,"[3, 1600]","[2, 8]",,Red / Silver,12.5,10.0
Kingston HyperX Fury 8 GB,,"[3, 1866]","[2, 4]",,Blue / Silver,10.718,10.0
Crucial CT4K16G4RFD4213 64 GB,,"[4, 2133]","[4, 16]",,,14.065,15.0
Corsair Vengeance LPX 8 GB,,"[4, 3000]","[2, 4]",,Black / Yellow,10.0,15.0
Crucial Ballistix Sport LT 32 GB,,"[4, 2400]","[2, 16]",,White,13.333,16.0
GeIL Dragon RAM 32 GB,,"[4, 2800]","[2, 16]",,White / Gold,11.429,16.0
EVGA SuperSC 16 GB,,"[4, 2400]","[2, 8]",,Black,12.5,15.0
Apacer Panther Silver 16 GB,,"[4, 2400]","[2, 8]",,Black / Silver,13.333,16.0
TEAMGROUP T-Force Vulcan 64 GB,,"[4, 3200]","[4, 16]",,Silver / Black,10.0,16.0
Patriot Viper RGB 16 GB,,"[4, 3600]","[2, 8]",,Black / Silver,8.889,16.0
Corsair Vengeance RGB Pro 32 GB,,"[4, 3466]","[2, 16]",,Black,9.233,16.0
GeIL Evo X II RGB SYNC 16 GB,,"[4, 3600]","[2, 8]",,Black,10.0,18.0
Kingston HyperX Fury RGB 8 GB,,"[4, 3000]","[1, 8]",,Black,10.0,15.0
Kingston HyperX Predator RGB 16 GB,,"[4, 4000]","[2, 8]",,Black,9.5,19.0
TEAMGROUP T-Force Dark Za 16 GB,,"[4, 3200]","[2, 8]",,Black / Silver,10.0,16.0
Micron MTA18ADF2G72AZ-3G2E1 16 GB,,"[4, 3200]","[1, 16]",,Black / Green,13.75,22.0
Corsair Vengeance LPX 32 GB,,"[4, 4600]","[4, 8]",,Black / Yellow,7.826,18.0
Kingston HyperX Fury RGB 16 GB,,"[4, 3733]","[2, 8]",,Black / Silver,10.179,19.0
G.Skill Trident Z Royal 128 GB,,"[4, 3600]","[4, 32]",,Silver,8.889,16.0
OLOy Blade RGB 32 GB,,"[4, 3200]","[2, 16]",,White,10.0,16.0
G.Skill TridentZ RGB 32 GB,,"[4, 4600]","[2, 16]",,Black,8.696,20.0
Corsair Vengeance LPX 16 GB,,"[4, 3200]","[1, 16]",,Black,10.0,16.0
TEAMGROUP T-Force Delta RGB 8 GB,,"[4, 3600]","[1, 8]",,Black,10.0,18.0
Timetec PINNACLE 16 GB,,"[4, 3600]","[2, 8]",,White / Silver,10.0,18.0
Crucial Ballistix 8 GB,,"[4, 3200]","[1, 8]",,Red,10.0,16.0
G.Skill Ripjaws 16 GB,3399.0,"[4, 2400]","[1, 16]",2.124,Black / Blue,13.333,16.0
Crucial CT2K32G52C42S5 64 GB,21999.0,"[5, 5200]","[2, 32]",3.437,Black,16.154,42.0
Patriot Viper Elite II 64 GB,10799.0,"[4, 2666]","[2, 32]",1.687,Red / Black,13.503,18.0
TEAMGROUP T-Create Expert 48 GB,20999.0,"[5, 7200]","[2, 24]",4.375,White,9.444,34.0
HP 647901-B21 16 GB,2718.0,"[3, 1333]","[1, 16]",1.699,Black / Green,13.503,9.0
G.Skill Trident Z RGB 16 GB,,"[4, 4000]","[2, 8]",,Black,7.0,14.0
Lexar Hades OC 32 GB,22000.0,"[4, 3600]","[2, 16]",6.875,Gray / Black,10.0,18.0
Patriot Signature 8 GB,,"[3, 1333]","[1, 8]",,Green,13.503,9.0
G.Skill Ares 16 GB,3599.0,"[3, 1600]","[2, 8]",2.249,Blue,12.5,10.0
Corsair Dominator Platinum RGB 64 GB,21499.0,"[4, 3200]","[2, 32]",3.359,Black,10.0,16.0
TEAMGROUP Elite Plus 32 GB,9999.0,"[5, 5200]","[1, 32]",3.125,Silver,16.154,42.0
G.Skill Sniper 8 GB,,"[3, 2400]","[2, 4]",,Black / Red,9.167,11.0
G.Skill Trident Z RGB 32 GB,29558.0,"[4, 3200]","[4, 8]",9.237,Black,8.75,14.0
Corsair Dominator Platinum RGB 32 GB,17499.0,"[4, 3600]","[4, 8]",5.468,Black,10.0,18.0
Kingston FURY Renegade 16 GB,5129.0,"[4, 2666]","[1, 16]",3.206,Black,9.752,13.0
Kingston FURY Beast 64 GB,15326.0,"[4, 2666]","[4, 16]",2.395,Black,12.003,16.0
Corsair Vengeance RGB Pro 32 GB,35320.0,"[4, 3000]","[2, 16]",11.037,Black,10.0,15.0
TEAMGROUP T-Force Vulcan Z 16 GB,7598.0,"[4, 3200]","[1, 16]",4.749,Black,10.0,16.0
TEAMGROUP T-Force Zeus 64 GB,11699.0,"[4, 3200]","[2, 32]",1.828,Red,12.5,20.0
G.Skill Ripjaws 8 GB,2487.0,"[3, 1333]","[2, 4]",3.109,Black / Red,13.503,9.0
G.Skill Sniper 16 GB,19999.0,"[3, 1866]","[2, 8]",12.499,Black / Red,9.646,9.0
G.Skill NT 8 GB,5900.0,"[4, 2400]","[2, 4]",7.375,Black,12.5,15.0
G.Skill Trident Z 8 GB,,"[4, 3000]","[2, 4]",,Red / Silver,10.0,15.0
G.Skill Trident Z 32 GB,,"[4, 3200]","[2, 16]",,Red / Silver,9.375,15.0
G.Skill Aegis 16 GB,,"[4, 2800]","[2, 8]",,Black / Red,12.143,17.0
G.Skill Trident Z Royal 32 GB,26300.0,"[4, 4000]","[2, 16]",8.219,Silver,9.5,19.0
Thermaltake TOUGHRAM RGB 16 GB,15999.0,"[4, 4000]","[2, 8]",9.999,Black / Silver,9.5,19.0
G.Skill Ripjaws V 128 GB,,"[4, 2666]","[4, 32]",,Black,14.254,19.0
TEAMGROUP T-Force Dark Z 32 GB,25200.0,"[4, 3200]","[2, 16]",7.875,Gray,10.0,16.0
Corsair Vengeance RGB 32 GB,,"[5, 5200]","[2, 16]",,Black / Gray,15.385,40.0
TEAMGROUP Elite Plus 8 GB,2999.0,"[5, 5200]","[1, 8]",3.749,Silver,16.154,42.0
Corsair Vengeance 4 GB,3765.0,"[3, 1600]","[1, 4]",9.412,Black / Yellow,11.25,9.0
Kingston KHX2133C11D3W1K2/8GX 8 GB,30000.0,"[3, 2133]","[2, 4]",37.5,Black / Silver,10.314,11.0
Crucial CT2K16G4DFD8213 32 GB,11000.0,"[4, 2133]","[2, 16]",3.438,Black / Green,14.065,15.0
TEAMGROUP T-Force XCalibur RGB 16 GB,,"[4, 4000]","[2, 8]",,Black,9.0,18.0
Corsair Vengeance RGB Pro 64 GB,73480.0,"[4, 2666]","[4, 16]",11.481,Black,12.003,16.0
G.Skill Trident Z 32 GB,19990.0,"[4, 3600]","[4, 8]",6.247,Silver / White,8.889,16.0
G.Skill Trident Z RGB 256 GB,63999.0,"[4, 3200]","[8, 32]",2.5,Black,10.0,16.0
TEAMGROUP T-Force Vulcan Z 16 GB,5042.0,"[4, 3600]","[1, 16]",3.151,Gray / Black,10.0,18.0
Timetec PINNACLE Konduit RGB 32 GB,7798.999999999999,"[4, 3600]","[1, 32]",2.437,White,10.0,18.0
Corsair XMS2 4 GB,,"[2, 1066]","[2, 2]",,Black / Purple,9.381,5.0
Corsair XMS3 8 GB,,"[3, 1333]","[4, 2]",,Black / Blue,13.503,9.0
Corsair Vengeance 24 GB,,"[3, 1600]","[6, 4]",,Black / Silver,11.25,9.0
Crucial CT6464AC667 0.5 GB,,"[2, 667]","[1, 512]",,Green,14.993,5.0
G.Skill Ares 16 GB,4540.0,"[3, 1600]","[2, 8]",2.837,Black / Red,11.25,9.0
Dell SNP8H68RC/8G 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
AMD R9 2400 16 GB,,"[3, 2400]","[2, 8]",,Black / Silver,9.167,11.0
Kingston KVR21R15S4K4/32 32 GB,44985.0,"[4, 2133]","[4, 8]",14.058,Black / Green,14.065,15.0
Corsair Vengeance LPX 32 GB,,"[4, 2400]","[4, 8]",,Black,12.5,15.0
Kingston HyperX Fury 16 GB,,"[4, 2133]","[4, 4]",,Black / Silver,13.127,14.0
Corsair Vengeance LPX 16 GB,,"[4, 2400]","[2, 8]",,Red,13.333,16.0
Crucial Ballistix Sport LT 8 GB,,"[4, 2400]","[2, 4]",,White,13.333,16.0
G.Skill Aegis 4 GB,,"[4, 2133]","[1, 4]",,Black / Red,14.065,15.0
Corsair Vengeance LED 16 GB,,"[4, 3200]","[2, 8]",,Black / Red,10.0,16.0
G.Skill TridentZ RGB 128 GB,,"[4, 3200]","[8, 16]",,Black,8.75,14.0
Crucial Ballistix Sport LT 16 GB,,"[4, 2666]","[2, 8]",,White,12.003,16.0
Corsair Dominator Platinum ROG Edition 32 GB,,"[4, 3200]","[4, 8]",,Black / Red,10.0,16.0
G.Skill Ripjaws V 4 GB,,"[4, 2400]","[1, 4]",,Red / Black,14.167,17.0
Kingston HyperX Fury 32 GB,,"[4, 3200]","[2, 16]",,Black / White,11.25,18.0
Kingston KSM26ED8/16ME 16 GB,,"[4, 2666]","[1, 16]",,Green,14.254,19.0
G.Skill Trident Z Neo 32 GB,,"[4, 3800]","[4, 8]",,Black / Silver,7.368,14.0
Crucial Ballistix 32 GB,,"[4, 3200]","[2, 16]",,Black,10.0,16.0
Samsung m378b5673eh1-cf8 2 GB,2555.0,"[3, 1066]","[1, 2]",12.775,Green / Black,13.133,7.0
Neo Forza FAYE 8 GB,5086.0,"[4, 3200]","[1, 8]",6.357,Silver / Black,10.0,16.0
G.Skill Trident Z Royal Elite 32 GB,,"[4, 4000]","[2, 16]",,Gold / Black,7.0,14.0
Acer Predator Apollo RGB 16 GB,,"[4, 3600]","[2, 8]",,Silver / Black,8.889,16.0
G.Skill Trident Z Royal Elite 16 GB,,"[4, 5333]","[2, 8]",,Gold,8.251,22.0
Corsair Dominator Platinum RGB 32 GB,,"[4, 3600]","[2, 16]",,Black,7.778,14.0
Corsair Dominator Platinum RGB 32 GB,,"[5, 5600]","[2, 16]",,Black,14.286,40.0
Kingston Fury Renegade RGB 128 GB,,"[4, 3600]","[4, 32]",,Black / Silver,10.0,18.0
Lexar Hades OC 16 GB,,"[4, 3200]","[2, 8]",,Gray / Black,11.25,18.0
Corsair Dominator Platinum RGB 64 GB,,"[5, 5600]","[2, 32]",,Gray / Black,12.857,36.0
G.Skill Trident Z5 RGB 64 GB,,"[5, 6000]","[2, 32]",,Black / White,10.667,32.0
TEAMGROUP Night Hawk RGB Gen 2 16 GB,,"[4, 3600]","[2, 8]",,White,10.0,18.0
TEAMGROUP Elite 32 GB,4799.0,"[4, 2666]","[2, 16]",1.5,Black,14.254,19.0
TEAMGROUP T-Force Zeus 32 GB,4999.0,"[4, 3200]","[1, 32]",1.562,Red / Black,10.0,16.0
TEAMGROUP T-Force Vulcan Z 32 GB,16999.0,"[4, 3600]","[2, 16]",5.312,Red,7.778,14.0
G.Skill Ripjaws 32 GB,8599.0,"[5, 4800]","[2, 16]",2.687,Black / Silver,16.667,40.0
G.Skill Trident Z Royal 16 GB,16735.0,"[4, 3600]","[2, 8]",10.459,Silver,7.778,14.0
G.Skill Trident Z Neo 64 GB,39548.0,"[4, 3600]","[4, 16]",6.179,Silver / Black,8.889,16.0
G.Skill TridentZ RGB 32 GB,,"[4, 4266]","[2, 16]",,Black,7.501,16.0
Corsair Vengeance LPX 32 GB,85999.0,"[4, 4133]","[2, 16]",26.875,Black / Yellow,9.194,19.0
Corsair Vengeance RGB Pro SL 128 GB,33299.0,"[4, 3200]","[4, 32]",2.601,Black,10.0,16.0
PROXMEM UNDERWORLD TUF 32 GB,13499.0,"[5, 6800]","[2, 16]",4.218,Black / Gray,10.0,34.0
Corsair Vengeance RGB RT 16 GB,10499.0,"[4, 4000]","[2, 8]",6.562,Black,9.0,18.0
Addlink Spider X4 16 GB,4744.0,"[4, 3200]","[2, 8]",2.965,Black,10.0,16.0
G.Skill Aegis 8 GB,,"[3, 1600]","[2, 4]",,,13.75,11.0
G.Skill Trident Z Royal 128 GB,34999.0,"[4, 3600]","[4, 32]",2.734,Gold,10.0,18.0
GeIL EVO Potenza AMD Edition 32 GB,5799.0,"[4, 3200]","[2, 16]",1.812,Black,10.0,16.0
Corsair Dominator Platinum 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,9.646,9.0
G.Skill Trident Z Royal 32 GB,30383.0,"[4, 4000]","[4, 8]",9.495,Silver,8.5,17.0
G.Skill Trident Z RGB 16 GB,16369.0,"[4, 4400]","[2, 8]",10.231,Black,8.182,18.0
OLOy MD4U083016BBSA 8 GB,1948.0,"[4, 3000]","[1, 8]",2.435,Black / Red,10.667,16.0
G.Skill Trident Z Royal Elite 16 GB,25040.0,"[4, 4800]","[2, 8]",15.65,Silver,8.333,20.0
Kingston Fury Renegade RGB 16 GB,10021.0,"[4, 4266]","[2, 8]",6.263,Black / Silver,8.908,19.0
Kingston FURY Beast 16 GB,4399.0,"[4, 3733]","[1, 16]",2.749,Black,10.179,19.0
Crucial CT2K8G4RFS424A 16 GB,11999.0,"[4, 2400]","[2, 8]",7.499,Green / Black,14.167,17.0
Corsair Vengeance RGB Pro 16 GB,,"[4, 3200]","[2, 8]",,Black,8.75,14.0
Corsair Vengeance LPX 32 GB,,"[4, 3600]","[4, 8]",,Black / Yellow,8.889,16.0
Patriot Viper RGB 32 GB,12456.0,"[4, 3200]","[2, 16]",3.893,Black,10.0,16.0
G.Skill Value 4 GB,1288.0,"[3, 1600]","[1, 4]",3.22,Green,13.75,11.0
G.Skill Trident Z RGB 32 GB,,"[4, 3600]","[4, 8]",,Black,10.556,19.0
G.Skill Trident Z Royal 128 GB,89900.0,"[4, 3200]","[8, 16]",7.023,Silver,10.0,16.0
Patriot Viper 4 Blackout 16 GB,,"[4, 4000]","[2, 8]",,Black,9.5,19.0
TEAMGROUP T-Force Xtreem ARGB 64 GB,18999.0,"[4, 3200]","[2, 32]",2.969,White,10.0,16.0
GeIL Polaris RGB 32 GB,8999.0,"[5, 5600]","[2, 16]",2.812,Red,13.571,38.0
Kingston FURY Renegade 32 GB,8299.0,"[4, 3600]","[1, 32]",2.593,Black,10.0,18.0
Kingston Server Premier 16 GB,,"[4, 2666]","[1, 16]",,,14.254,19.0
Corsair Vengeance 4 GB,5055.0,"[3, 1600]","[1, 4]",12.637,Black / Blue,11.25,9.0
Mushkin Essentials 8 GB,2355.0,"[3, 1600]","[2, 4]",2.944,Green,13.75,11.0
G.Skill Ares 16 GB,3645.0000000000005,"[3, 1600]","[2, 8]",2.278,Black / Orange,12.5,10.0
Crucial Ballistix Sport LT 8 GB,,"[4, 3200]","[1, 8]",,Silver / Black,10.0,16.0
Corsair Dominator Platinum RGB 32 GB,16499.0,"[4, 3200]","[4, 8]",5.156,White,10.0,16.0
Kingston FURY Renegade 16 GB,11953.0,"[4, 4600]","[2, 8]",7.471,Black,8.261,19.0
Kingston ValueRAM 16 GB,3900.0,"[4, 2666]","[1, 16]",2.438,Green,14.254,19.0
Kingston FURY Beast 16 GB,4483.0,"[4, 2666]","[1, 16]",2.802,Black,12.003,16.0
Patriot Signature Line 8 GB,,"[5, 5600]","[1, 8]",,Black,14.286,40.0
Kingston KVR1333D3N9K3/12G 12 GB,8999.0,"[3, 1333]","[3, 4]",7.499,Green,13.503,9.0
Wintec Value 4 GB,,"[2, 800]","[1, 4]",,Green,15.0,6.0
G.Skill Ripjaws X 16 GB,,"[3, 1333]","[2, 8]",,Black / Red,13.503,9.0
Mushkin 971130A 1 GB,,400,"[1, 1]",,Black / Green,15.0,3.0
Kingston HyperX Fury 8 GB,,"[3, 1600]","[2, 4]",,White / Silver,12.5,10.0
Kingston HyperX Fury 8 GB,,"[3, 1333]","[2, 4]",,Blue / Silver,13.503,9.0
Kingston HyperX Fury 4 GB,4721.0,"[3, 1866]","[1, 4]",11.803,Blue / Silver,10.718,10.0
